,Outlet_ID,area(sqft),W_1_total_volume,W_2_total_volume,W_3_total_volume,W_4_total_volume,W_5_total_volume,W_6_total_volume,W_7_total_volume,W_8_total_volume,W_9_total_volume,W_10_total_volume,W_11_total_volume,W_12_total_volume,W_1_total_earning,W_2_total_earning,W_3_total_earning,W_4_total_earning,W_5_total_earning,W_6_total_earning,W_7_total_earning,W_8_total_earning,W_9_total_earning,W_10_total_earning,W_11_total_earning,W_12_total_earning,IP1_total_units,IP2_total_units,IP3_total_units,IP4_total_units,IP5_total_units,BP1_total_units,BP2_total_units,BP3_total_units,BP4_total_units,BP5_total_units,total_volume,total_earning
248,ID7120,7288,587.0,474.0,667.0,517.0,700.0,754.0,386.0,521.0,418.0,589.0,382.0,687.0,649950.0,518900.0,747500.0,573950.0,779950.0,831800.0,426150.0,578300.0,468300.0,658450.0,435200.0,764600.0,0.0,0.0,0.0,0.0,0.0,1318.0,1534.0,1171.0,1075.0,1584.0,6682.0,7433050.0
249,ID2648,6740,705.0,504.0,339.0,674.0,404.0,603.0,577.0,594.0,555.0,598.0,217.0,651.0,795250.0,551200.0,382800.0,753700.0,450250.0,669150.0,624900.0,663100.0,615500.0,663350.0,238700.0,723650.0,0.0,0.0,0.0,0.0,0.0,1220.0,1374.0,1231.0,1151.0,1445.0,6421.0,7131550.0
250,ID3773,3234,612.0,603.0,520.0,721.0,454.0,671.0,616.0,422.0,717.0,552.0,477.0,563.0,677500.0,661250.0,565050.0,804400.0,488500.0,743650.0,687250.0,480450.0,806350.0,622400.0,526100.0,613450.0,0.0,0.0,0.0,0.0,0.0,1309.0,1451.0,1407.0,1457.0,1304.0,6928.0,7676350.0
251,ID7763,8617,556.0,621.0,664.0,548.0,510.0,593.0,612.0,517.0,422.0,610.0,545.0,772.0,627550.0,683750.0,736950.0,617350.0,569600.0,669250.0,682900.0,571250.0,462200.0,699350.0,607150.0,859100.0,0.0,0.0,0.0,0.0,0.0,1774.0,1407.0,1316.0,1238.0,1235.0,6970.0,7786400.0
252,ID6700,5208,581.0,858.0,404.0,698.0,560.0,699.0,674.0,584.0,644.0,383.0,504.0,707.0,646200.0,958150.0,452950.0,785900.0,632450.0,764850.0,737500.0,646200.0,715300.0,436700.0,559400.0,787700.0,0.0,0.0,0.0,0.0,0.0,1367.0,1784.0,1428.0,1104.0,1613.0,7296.0,8123300.0
253,ID4232,1928,707.0,538.0,549.0,545.0,593.0,627.0,527.0,589.0,476.0,422.0,539.0,513.0,788800.0,594200.0,607500.0,593500.0,664700.0,700600.0,589600.0,649050.0,534850.0,455950.0,586600.0,564000.0,0.0,0.0,0.0,0.0,0.0,1241.0,1304.0,1125.0,1385.0,1570.0,6625.0,7329350.0
254,ID5400,1989,763.0,539.0,631.0,485.0,656.0,507.0,656.0,545.0,447.0,617.0,562.0,643.0,846800.0,604450.0,697100.0,545200.0,722700.0,565300.0,718200.0,610000.0,494600.0,682050.0,631850.0,710300.0,0.0,0.0,0.0,0.0,0.0,1445.0,1315.0,1589.0,1515.0,1187.0,7051.0,7828550.0
255,ID7409,2574,655.0,504.0,655.0,479.0,538.0,756.0,654.0,717.0,419.0,638.0,479.0,598.0,723550.0,554650.0,716300.0,532400.0,600800.0,849300.0,730050.0,786850.0,472100.0,700200.0,536800.0,655950.0,0.0,0.0,0.0,0.0,0.0,1210.0,1183.0,1617.0,1441.0,1641.0,7092.0,7858950.0
256,ID5341,9896,264.0,575.0,622.0,669.0,505.0,375.0,624.0,495.0,492.0,375.0,566.0,654.0,272100.0,624600.0,675950.0,743450.0,556950.0,404750.0,694800.0,558400.0,554200.0,416500.0,619800.0,727000.0,0.0,0.0,0.0,0.0,0.0,1046.0,1285.0,1120.0,1497.0,1268.0,6216.0,6848500.0
257,ID8769,9793,701.0,415.0,536.0,338.0,679.0,754.0,599.0,601.0,658.0,560.0,737.0,673.0,777750.0,455150.0,586500.0,367650.0,760800.0,833500.0,665700.0,674900.0,738500.0,622050.0,813350.0,733150.0,0.0,0.0,0.0,0.0,0.0,1484.0,1263.0,1366.0,1638.0,1500.0,7251.0,8029000.0
258,ID4389,4734,603.0,474.0,423.0,604.0,648.0,306.0,424.0,465.0,676.0,758.0,778.0,714.0,665550.0,525550.0,473350.0,670100.0,722650.0,334550.0,472800.0,509700.0,754950.0,835300.0,859900.0,792250.0,0.0,0.0,0.0,0.0,0.0,1309.0,1374.0,1357.0,1424.0,1409.0,6873.0,7616650.0
259,ID3968,8664,748.0,660.0,456.0,505.0,674.0,503.0,258.0,444.0,640.0,646.0,384.0,722.0,837800.0,732000.0,499850.0,547800.0,729150.0,548100.0,274200.0,494850.0,715050.0,709650.0,416900.0,803900.0,0.0,0.0,0.0,0.0,0.0,1077.0,1478.0,1285.0,1667.0,1133.0,6640.0,7309250.0
260,ID5106,6656,637.0,567.0,605.0,677.0,690.0,497.0,677.0,547.0,443.0,389.0,636.0,720.0,702350.0,629250.0,672400.0,750450.0,756000.0,553800.0,757100.0,601350.0,505300.0,425750.0,698100.0,798700.0,0.0,0.0,0.0,0.0,0.0,1347.0,1290.0,1627.0,1590.0,1231.0,7085.0,7850550.0
261,ID1417,5669,444.0,495.0,492.0,686.0,568.0,667.0,494.0,806.0,696.0,623.0,589.0,504.0,476100.0,547900.0,546250.0,776000.0,610300.0,735900.0,554650.0,896450.0,768300.0,695550.0,661950.0,567700.0,0.0,0.0,0.0,0.0,0.0,1338.0,1402.0,1445.0,1394.0,1485.0,7064.0,7837050.0
262,ID7107,2049,415.0,779.0,584.0,654.0,626.0,478.0,662.0,323.0,519.0,540.0,547.0,362.0,470050.0,858700.0,651450.0,711950.0,706150.0,538000.0,742600.0,343550.0,567400.0,588000.0,606000.0,422000.0,0.0,0.0,0.0,0.0,0.0,1173.0,1291.0,1481.0,1234.0,1310.0,6489.0,7205850.0
263,ID1338,4109,690.0,519.0,641.0,585.0,811.0,627.0,637.0,527.0,493.0,495.0,740.0,712.0,780200.0,577400.0,715900.0,642550.0,897050.0,698650.0,710250.0,585450.0,537600.0,534050.0,817450.0,786100.0,0.0,0.0,0.0,0.0,0.0,1326.0,1446.0,1569.0,1531.0,1605.0,7477.0,8282650.0
264,ID8711,3776,564.0,621.0,637.0,747.0,587.0,670.0,329.0,316.0,545.0,541.0,556.0,585.0,625750.0,694500.0,716250.0,819350.0,647850.0,752350.0,361150.0,340200.0,598100.0,609050.0,619550.0,644000.0,0.0,0.0,0.0,0.0,0.0,1478.0,1512.0,1230.0,1490.0,988.0,6698.0,7428100.0
265,ID5939,3958,667.0,459.0,480.0,772.0,592.0,590.0,678.0,728.0,581.0,187.0,691.0,595.0,757050.0,506600.0,524750.0,853000.0,666400.0,648500.0,744100.0,803950.0,645050.0,198900.0,773000.0,662650.0,0.0,0.0,0.0,0.0,0.0,1369.0,1377.0,1311.0,1405.0,1558.0,7020.0,7783950.0
266,ID1501,2403,652.0,699.0,601.0,651.0,663.0,352.0,349.0,458.0,581.0,545.0,717.0,421.0,724450.0,770750.0,680250.0,722550.0,729350.0,399150.0,385350.0,498600.0,644950.0,596700.0,800700.0,459050.0,0.0,0.0,0.0,0.0,0.0,1299.0,1229.0,1377.0,1448.0,1336.0,6689.0,7411850.0
267,ID8461,1968,628.0,713.0,454.0,603.0,614.0,394.0,416.0,486.0,842.0,624.0,608.0,410.0,686900.0,790450.0,516400.0,668950.0,679300.0,443850.0,452750.0,543500.0,934150.0,705700.0,669200.0,456250.0,0.0,0.0,0.0,0.0,0.0,1383.0,1397.0,1558.0,1400.0,1054.0,6792.0,7547400.0
268,ID7760,6981,547.0,694.0,615.0,559.0,665.0,697.0,560.0,569.0,719.0,486.0,696.0,577.0,606750.0,765200.0,692250.0,625100.0,731150.0,782350.0,618500.0,624600.0,795700.0,540200.0,779600.0,652550.0,0.0,0.0,0.0,0.0,0.0,1519.0,1400.0,1659.0,1433.0,1373.0,7384.0,8213950.0
269,ID7239,9648,788.0,433.0,330.0,577.0,599.0,467.0,632.0,423.0,417.0,495.0,812.0,465.0,876350.0,477200.0,373600.0,649950.0,669300.0,516550.0,698050.0,466000.0,443500.0,552200.0,901100.0,524950.0,0.0,0.0,0.0,0.0,0.0,1157.0,1307.0,1277.0,1126.0,1571.0,6438.0,7148750.0
270,ID7011,4585,760.0,686.0,583.0,407.0,464.0,657.0,552.0,823.0,557.0,691.0,274.0,503.0,839350.0,755350.0,635850.0,455100.0,506800.0,740750.0,613550.0,909650.0,610100.0,765050.0,302100.0,557100.0,0.0,0.0,0.0,0.0,0.0,1448.0,1116.0,1135.0,1635.0,1623.0,6957.0,7690750.0
271,ID5166,5906,431.0,443.0,416.0,691.0,750.0,433.0,453.0,629.0,275.0,438.0,628.0,323.0,491500.0,492400.0,467050.0,762550.0,825200.0,486300.0,522200.0,692000.0,313800.0,495450.0,705750.0,359700.0,0.0,0.0,0.0,0.0,0.0,1395.0,1028.0,1352.0,942.0,1193.0,5910.0,6613900.0
272,ID7309,4208,343.0,569.0,577.0,568.0,559.0,804.0,441.0,552.0,718.0,637.0,562.0,682.0,389300.0,631150.0,632250.0,642950.0,606500.0,889650.0,501200.0,613450.0,811950.0,717300.0,627350.0,746350.0,0.0,0.0,0.0,0.0,0.0,1459.0,1239.0,1502.0,1248.0,1564.0,7012.0,7809400.0
273,ID7858,4506,710.0,699.0,649.0,557.0,600.0,580.0,605.0,483.0,522.0,525.0,594.0,579.0,787000.0,780650.0,718700.0,611300.0,659650.0,657500.0,666400.0,532850.0,562250.0,586400.0,681600.0,628950.0,0.0,0.0,0.0,0.0,0.0,1191.0,1668.0,1635.0,1409.0,1200.0,7103.0,7873250.0
274,ID3189,2515,701.0,706.0,581.0,486.0,457.0,591.0,578.0,360.0,511.0,650.0,396.0,398.0,777850.0,780350.0,632900.0,554050.0,530650.0,673250.0,664050.0,388550.0,566200.0,722900.0,432700.0,450900.0,0.0,0.0,0.0,0.0,0.0,1564.0,1265.0,1291.0,1031.0,1264.0,6415.0,7174350.0
275,ID8753,9894,685.0,470.0,581.0,629.0,542.0,666.0,435.0,431.0,579.0,507.0,350.0,312.0,757500.0,519550.0,657650.0,693350.0,601400.0,743900.0,491200.0,481550.0,644950.0,564100.0,380000.0,357450.0,0.0,0.0,0.0,0.0,0.0,1217.0,1595.0,1164.0,930.0,1281.0,6187.0,6892600.0
276,ID5330,4946,768.0,521.0,357.0,262.0,426.0,555.0,578.0,475.0,737.0,519.0,507.0,307.0,856700.0,570400.0,386700.0,281800.0,470400.0,613350.0,641400.0,529800.0,822400.0,589050.0,564400.0,348700.0,0.0,0.0,0.0,0.0,0.0,1185.0,1081.0,1104.0,1118.0,1524.0,6012.0,6675100.0
277,ID8463,3533,759.0,450.0,585.0,536.0,629.0,598.0,683.0,603.0,526.0,262.0,760.0,604.0,838700.0,490150.0,652800.0,598450.0,693600.0,672250.0,767450.0,676300.0,565900.0,288200.0,838700.0,666450.0,0.0,0.0,0.0,0.0,0.0,1374.0,1534.0,1145.0,1402.0,1540.0,6995.0,7748950.0
278,ID4811,2375,542.0,580.0,470.0,529.0,507.0,517.0,296.0,570.0,645.0,586.0,725.0,504.0,601000.0,627700.0,521100.0,583800.0,565550.0,571800.0,333500.0,625650.0,722100.0,642200.0,799650.0,561000.0,0.0,0.0,0.0,0.0,0.0,1136.0,1635.0,1177.0,1355.0,1168.0,6471.0,7155050.0
279,ID2291,2079,461.0,623.0,736.0,629.0,696.0,589.0,426.0,666.0,482.0,707.0,763.0,445.0,507850.0,698450.0,816050.0,699150.0,782950.0,647550.0,483500.0,730850.0,540300.0,781100.0,841850.0,505500.0,0.0,0.0,0.0,0.0,0.0,1519.0,1523.0,1446.0,1344.0,1391.0,7223.0,8035100.0
280,ID9762,5290,296.0,656.0,137.0,730.0,430.0,526.0,482.0,598.0,573.0,603.0,431.0,321.0,326200.0,709900.0,156500.0,805900.0,472500.0,587600.0,515950.0,656200.0,629100.0,680400.0,482650.0,361050.0,0.0,0.0,0.0,0.0,0.0,1109.0,1112.0,1087.0,1426.0,1049.0,5783.0,6383950.0
281,ID4857,6601,634.0,567.0,542.0,455.0,682.0,517.0,577.0,447.0,713.0,751.0,498.0,603.0,706400.0,618050.0,605000.0,518650.0,762050.0,574100.0,644000.0,484700.0,792100.0,836750.0,547950.0,672150.0,0.0,0.0,0.0,0.0,0.0,1464.0,1235.0,1450.0,1416.0,1421.0,6986.0,7761900.0
282,ID2611,3867,346.0,390.0,568.0,634.0,751.0,679.0,489.0,563.0,376.0,569.0,566.0,592.0,396350.0,426050.0,622900.0,698900.0,849550.0,755750.0,552050.0,620350.0,414100.0,639900.0,623500.0,665600.0,0.0,0.0,0.0,0.0,0.0,1519.0,1414.0,970.0,1107.0,1513.0,6523.0,7265000.0
283,ID1954,7336,498.0,416.0,646.0,529.0,696.0,667.0,592.0,276.0,669.0,680.0,367.0,569.0,541050.0,479300.0,720450.0,596250.0,771600.0,753400.0,661900.0,318850.0,741850.0,753350.0,406000.0,643150.0,0.0,0.0,0.0,0.0,0.0,1577.0,1134.0,1405.0,1063.0,1426.0,6605.0,7387150.0
284,ID9653,1856,625.0,651.0,432.0,662.0,611.0,550.0,741.0,568.0,343.0,702.0,562.0,529.0,701300.0,714400.0,491900.0,737100.0,674050.0,607000.0,828900.0,627550.0,375150.0,788900.0,620400.0,594850.0,0.0,0.0,0.0,0.0,0.0,1716.0,1313.0,1222.0,1448.0,1277.0,6976.0,7761500.0
285,ID1137,2943,364.0,596.0,305.0,728.0,387.0,381.0,607.0,664.0,265.0,713.0,553.0,589.0,399050.0,644850.0,328300.0,808950.0,438200.0,417900.0,682450.0,729600.0,296000.0,789650.0,609550.0,648600.0,0.0,0.0,0.0,0.0,0.0,1016.0,1405.0,1204.0,1359.0,1168.0,6152.0,6793100.0
286,ID2725,5242,739.0,525.0,498.0,445.0,753.0,577.0,660.0,626.0,679.0,426.0,707.0,595.0,829850.0,571550.0,550600.0,490350.0,840350.0,644300.0,742800.0,691050.0,758100.0,484250.0,793150.0,673450.0,0.0,0.0,0.0,0.0,0.0,1694.0,1560.0,1474.0,1263.0,1239.0,7230.0,8069800.0
287,ID9348,7849,536.0,598.0,436.0,652.0,619.0,581.0,539.0,665.0,594.0,625.0,467.0,668.0,585300.0,682050.0,475750.0,730750.0,703850.0,644150.0,598700.0,734550.0,641550.0,687000.0,539150.0,747300.0,0.0,0.0,0.0,0.0,0.0,1368.0,1425.0,1650.0,1272.0,1265.0,6980.0,7770100.0
288,ID6908,1011,505.0,628.0,504.0,743.0,534.0,585.0,615.0,724.0,616.0,774.0,485.0,756.0,565200.0,705400.0,556200.0,811700.0,583500.0,645450.0,684950.0,804900.0,696250.0,848700.0,549350.0,852550.0,0.0,0.0,0.0,0.0,0.0,1627.0,1453.0,1399.0,1444.0,1546.0,7469.0,8304150.0
289,ID4785,5150,603.0,530.0,394.0,400.0,296.0,345.0,555.0,338.0,579.0,514.0,679.0,530.0,663050.0,588150.0,429600.0,449300.0,339300.0,379350.0,597900.0,376800.0,650550.0,573600.0,759300.0,605400.0,0.0,0.0,0.0,0.0,0.0,1268.0,1166.0,1170.0,1123.0,1036.0,5763.0,6412300.0
290,ID7613,4635,510.0,580.0,576.0,472.0,462.0,625.0,438.0,425.0,513.0,555.0,398.0,494.0,551600.0,650650.0,636150.0,516300.0,502300.0,698350.0,482600.0,458500.0,572350.0,608950.0,436700.0,532400.0,0.0,0.0,0.0,0.0,0.0,1162.0,1131.0,853.0,1648.0,1254.0,6048.0,6646850.0
291,ID4557,9544,413.0,664.0,453.0,638.0,483.0,648.0,478.0,786.0,554.0,415.0,484.0,580.0,444550.0,742900.0,499450.0,714050.0,534700.0,716650.0,531950.0,864500.0,608000.0,463950.0,526550.0,644900.0,0.0,0.0,0.0,0.0,0.0,1053.0,1474.0,1337.0,1356.0,1376.0,6596.0,7292150.0
292,ID4678,5636,575.0,746.0,531.0,725.0,761.0,595.0,635.0,551.0,467.0,632.0,493.0,579.0,643250.0,828600.0,593000.0,797100.0,851200.0,670900.0,704050.0,603100.0,524500.0,706000.0,538550.0,628950.0,0.0,0.0,0.0,0.0,0.0,1446.0,1416.0,1434.0,1461.0,1533.0,7290.0,8089200.0
293,ID6278,1547,547.0,428.0,771.0,686.0,614.0,481.0,606.0,599.0,589.0,704.0,432.0,549.0,620900.0,477100.0,858300.0,760600.0,680100.0,540550.0,665300.0,656350.0,658950.0,788700.0,471150.0,602750.0,0.0,0.0,0.0,0.0,0.0,1228.0,1444.0,1615.0,1294.0,1425.0,7006.0,7780750.0
294,ID3232,8896,350.0,585.0,570.0,719.0,696.0,553.0,666.0,319.0,380.0,627.0,668.0,555.0,398400.0,637100.0,652400.0,782400.0,774400.0,618550.0,745250.0,347400.0,412950.0,686450.0,737650.0,603450.0,0.0,0.0,0.0,0.0,0.0,1088.0,1506.0,1282.0,1333.0,1479.0,6688.0,7396400.0
295,ID4584,3104,635.0,597.0,315.0,502.0,296.0,612.0,692.0,431.0,612.0,356.0,482.0,591.0,707250.0,660200.0,353850.0,552300.0,339200.0,665100.0,765950.0,490550.0,685100.0,389400.0,537500.0,662150.0,0.0,0.0,0.0,0.0,0.0,1251.0,1101.0,1495.0,1244.0,1030.0,6121.0,6808550.0
296,ID1531,6928,638.0,351.0,553.0,333.0,623.0,730.0,821.0,653.0,781.0,573.0,698.0,489.0,705450.0,394400.0,624000.0,363150.0,685050.0,813400.0,910950.0,725250.0,872650.0,643300.0,772500.0,543350.0,0.0,0.0,0.0,0.0,0.0,1710.0,1015.0,1503.0,1600.0,1415.0,7243.0,8053450.0
297,ID5557,2675,677.0,580.0,694.0,358.0,664.0,586.0,590.0,579.0,634.0,880.0,633.0,615.0,735650.0,637050.0,771150.0,377850.0,732000.0,661750.0,655150.0,638150.0,698050.0,975650.0,714200.0,682750.0,0.0,0.0,0.0,0.0,0.0,1180.0,1713.0,1496.0,1524.0,1577.0,7490.0,8279400.0
298,ID6394,9329,658.0,519.0,542.0,748.0,478.0,621.0,752.0,524.0,444.0,564.0,624.0,587.0,718550.0,571000.0,615700.0,824450.0,529100.0,690150.0,836100.0,586300.0,484300.0,624400.0,687250.0,667600.0,0.0,0.0,0.0,0.0,0.0,1328.0,1266.0,1454.0,1377.0,1636.0,7061.0,7834900.0
299,ID9802,6735,350.0,618.0,407.0,706.0,499.0,364.0,619.0,568.0,331.0,662.0,797.0,752.0,397450.0,688850.0,441050.0,792450.0,557150.0,400700.0,684750.0,624300.0,381600.0,729750.0,889800.0,835600.0,0.0,0.0,0.0,0.0,0.0,1403.0,1111.0,1581.0,1362.0,1216.0,6673.0,7423450.0
300,ID9377,8291,748.0,624.0,571.0,454.0,703.0,566.0,665.0,344.0,496.0,524.0,654.0,603.0,826500.0,699650.0,640400.0,514700.0,772900.0,641200.0,737600.0,389100.0,565600.0,567850.0,733450.0,671100.0,0.0,0.0,0.0,0.0,0.0,1446.0,1466.0,1455.0,1045.0,1540.0,6952.0,7760050.0
301,ID4951,3138,491.0,476.0,601.0,552.0,629.0,619.0,366.0,763.0,400.0,788.0,644.0,488.0,543550.0,518700.0,678200.0,621100.0,719900.0,702850.0,419750.0,844450.0,447650.0,876400.0,715500.0,544850.0,0.0,0.0,0.0,0.0,0.0,1498.0,1128.0,1672.0,992.0,1527.0,6817.0,7632900.0
302,ID2044,7373,522.0,574.0,503.0,700.0,774.0,480.0,802.0,690.0,327.0,640.0,594.0,653.0,569400.0,620300.0,546050.0,770750.0,855650.0,535550.0,890650.0,766650.0,362450.0,721000.0,663300.0,725500.0,0.0,0.0,0.0,0.0,0.0,1278.0,1274.0,1533.0,1621.0,1553.0,7259.0,8027250.0
303,ID1024,3127,526.0,602.0,486.0,574.0,592.0,221.0,831.0,640.0,497.0,744.0,603.0,627.0,572800.0,665400.0,535000.0,633150.0,665100.0,254100.0,915200.0,720200.0,563350.0,831700.0,678900.0,691400.0,0.0,0.0,0.0,0.0,0.0,1703.0,1251.0,1150.0,1388.0,1451.0,6943.0,7726300.0
304,ID4675,6086,601.0,656.0,704.0,530.0,643.0,636.0,472.0,554.0,733.0,442.0,543.0,543.0,646800.0,735400.0,790600.0,593250.0,711100.0,697700.0,535350.0,628600.0,818100.0,503100.0,610000.0,606950.0,0.0,0.0,0.0,0.0,0.0,1739.0,1080.0,1341.0,1267.0,1630.0,7057.0,7876950.0
305,ID4176,1949,603.0,724.0,725.0,521.0,740.0,645.0,563.0,634.0,495.0,817.0,497.0,692.0,658100.0,804500.0,806550.0,576650.0,822450.0,713200.0,625250.0,700100.0,552900.0,905200.0,562500.0,757100.0,0.0,0.0,0.0,0.0,0.0,1695.0,1543.0,1150.0,1641.0,1627.0,7656.0,8484500.0
306,ID9715,7037,587.0,580.0,610.0,648.0,669.0,625.0,360.0,654.0,590.0,625.0,412.0,733.0,649500.0,650650.0,669200.0,710000.0,745850.0,695300.0,388900.0,722000.0,669750.0,690750.0,457350.0,811350.0,0.0,0.0,0.0,0.0,0.0,1486.0,1499.0,1154.0,1480.0,1474.0,7093.0,7860600.0
307,ID1575,4404,536.0,462.0,520.0,508.0,348.0,740.0,564.0,467.0,500.0,413.0,634.0,623.0,594050.0,523600.0,578600.0,583550.0,382200.0,829000.0,619900.0,524950.0,550750.0,477700.0,709900.0,695450.0,0.0,0.0,0.0,0.0,0.0,1576.0,978.0,1409.0,1049.0,1303.0,6315.0,7069650.0
308,ID5388,6033,691.0,570.0,712.0,552.0,641.0,634.0,482.0,416.0,531.0,551.0,720.0,542.0,764450.0,631600.0,787650.0,611800.0,732300.0,696250.0,532250.0,451050.0,591050.0,606150.0,799000.0,598450.0,0.0,0.0,0.0,0.0,0.0,1312.0,1495.0,1310.0,1409.0,1516.0,7042.0,7802000.0
309,ID3222,2752,670.0,551.0,401.0,378.0,580.0,578.0,589.0,525.0,644.0,589.0,752.0,483.0,730650.0,605850.0,436200.0,435500.0,642000.0,642000.0,659500.0,572300.0,717700.0,659600.0,835500.0,528800.0,0.0,0.0,0.0,0.0,0.0,1469.0,1527.0,996.0,1451.0,1297.0,6740.0,7465600.0
310,ID4419,8694,769.0,548.0,624.0,498.0,702.0,545.0,667.0,499.0,803.0,606.0,469.0,449.0,842600.0,617350.0,693200.0,556450.0,771450.0,616500.0,743450.0,543200.0,898500.0,673900.0,514700.0,497450.0,0.0,0.0,0.0,0.0,0.0,1372.0,1273.0,1495.0,1401.0,1638.0,7179.0,7968750.0
311,ID5677,5797,326.0,621.0,586.0,332.0,707.0,434.0,515.0,688.0,635.0,565.0,572.0,741.0,357800.0,686150.0,656350.0,353400.0,781550.0,475350.0,576500.0,769800.0,701450.0,627600.0,624500.0,837100.0,0.0,0.0,0.0,0.0,0.0,1285.0,1050.0,1241.0,1372.0,1774.0,6722.0,7447550.0
312,ID3517,6050,729.0,419.0,816.0,832.0,657.0,711.0,495.0,523.0,368.0,619.0,372.0,525.0,810250.0,449850.0,917950.0,923350.0,721750.0,783500.0,541700.0,588250.0,412650.0,689400.0,424150.0,575150.0,0.0,0.0,0.0,0.0,0.0,1346.0,1475.0,1377.0,1381.0,1487.0,7066.0,7837950.0
313,ID4527,4199,631.0,687.0,396.0,564.0,559.0,722.0,691.0,523.0,676.0,643.0,623.0,652.0,701950.0,757050.0,435450.0,614300.0,627550.0,794500.0,770500.0,584500.0,735200.0,722700.0,698300.0,718600.0,0.0,0.0,0.0,0.0,0.0,1608.0,1424.0,1226.0,1652.0,1457.0,7367.0,8160600.0
314,ID2425,7389,425.0,518.0,714.0,600.0,623.0,533.0,309.0,688.0,381.0,434.0,541.0,266.0,474400.0,577800.0,788400.0,677900.0,693950.0,579700.0,335550.0,764350.0,424800.0,472150.0,592300.0,297250.0,0.0,0.0,0.0,0.0,0.0,1023.0,1538.0,1117.0,1148.0,1206.0,6032.0,6678550.0
315,ID2932,6102,686.0,644.0,571.0,354.0,506.0,640.0,370.0,765.0,663.0,410.0,585.0,481.0,743900.0,727750.0,625650.0,376950.0,577550.0,704650.0,408750.0,862750.0,729200.0,474000.0,659200.0,528900.0,0.0,0.0,0.0,0.0,0.0,1095.0,1339.0,1849.0,1252.0,1140.0,6675.0,7419250.0
316,ID5386,7419,551.0,519.0,444.0,599.0,693.0,578.0,482.0,432.0,821.0,620.0,632.0,572.0,621800.0,590650.0,482250.0,659150.0,769950.0,641100.0,540750.0,470100.0,911650.0,689050.0,701100.0,636350.0,0.0,0.0,0.0,0.0,0.0,1297.0,1641.0,1350.0,1206.0,1449.0,6943.0,7713900.0
317,ID3153,9634,590.0,506.0,445.0,583.0,301.0,745.0,549.0,592.0,562.0,595.0,554.0,460.0,654650.0,556650.0,486850.0,635200.0,345900.0,839000.0,598850.0,650850.0,624550.0,655600.0,627300.0,499500.0,0.0,0.0,0.0,0.0,0.0,1235.0,796.0,1630.0,1603.0,1218.0,6482.0,7174900.0
318,ID7293,3939,458.0,695.0,395.0,351.0,573.0,481.0,320.0,577.0,367.0,508.0,549.0,288.0,520700.0,776450.0,445900.0,400450.0,630550.0,541850.0,366650.0,646100.0,417650.0,559800.0,607300.0,317600.0,0.0,0.0,0.0,0.0,0.0,1473.0,1132.0,1068.0,879.0,1010.0,5562.0,6231000.0
319,ID7204,9128,521.0,511.0,253.0,352.0,350.0,669.0,383.0,516.0,640.0,661.0,385.0,762.0,572950.0,579050.0,282150.0,404500.0,398700.0,747550.0,426050.0,577350.0,702800.0,744250.0,430550.0,845050.0,0.0,0.0,0.0,0.0,0.0,1442.0,1132.0,1367.0,1049.0,1013.0,6003.0,6710950.0
320,ID4179,1873,577.0,705.0,723.0,567.0,519.0,577.0,747.0,548.0,455.0,734.0,702.0,664.0,626600.0,782000.0,792650.0,627250.0,577400.0,627750.0,821800.0,601400.0,505150.0,819100.0,770800.0,751000.0,0.0,0.0,0.0,0.0,0.0,1183.0,1658.0,1600.0,1652.0,1425.0,7518.0,8302900.0
321,ID3227,3259,633.0,606.0,669.0,624.0,317.0,613.0,451.0,572.0,587.0,566.0,654.0,506.0,694850.0,669150.0,735750.0,690600.0,364000.0,674100.0,512450.0,639600.0,656700.0,639300.0,720450.0,555450.0,0.0,0.0,0.0,0.0,0.0,1372.0,991.0,1684.0,1468.0,1283.0,6798.0,7552400.0
322,ID8212,4372,693.0,465.0,335.0,442.0,428.0,724.0,431.0,437.0,514.0,592.0,616.0,558.0,774000.0,508950.0,361500.0,491750.0,477400.0,803850.0,471750.0,471900.0,567650.0,661700.0,693300.0,623000.0,0.0,0.0,0.0,0.0,0.0,1228.0,1316.0,1211.0,1351.0,1129.0,6235.0,6906750.0
323,ID4875,1137,742.0,366.0,571.0,547.0,465.0,571.0,630.0,498.0,825.0,272.0,528.0,663.0,817100.0,398850.0,636550.0,626300.0,524800.0,641550.0,699400.0,562950.0,922450.0,299200.0,575700.0,741250.0,0.0,0.0,0.0,0.0,0.0,1421.0,1630.0,1376.0,1106.0,1145.0,6678.0,7446100.0
324,ID9042,1937,586.0,222.0,561.0,718.0,434.0,477.0,475.0,584.0,635.0,424.0,642.0,727.0,654700.0,255300.0,610650.0,801100.0,468200.0,538850.0,507150.0,635050.0,714750.0,462900.0,715000.0,804100.0,0.0,0.0,0.0,0.0,0.0,1002.0,1396.0,1297.0,1308.0,1482.0,6485.0,7167750.0
325,ID6554,6302,503.0,513.0,246.0,417.0,446.0,502.0,531.0,410.0,700.0,481.0,426.0,559.0,551000.0,565000.0,286150.0,477950.0,489000.0,554050.0,576200.0,458900.0,768300.0,523050.0,477050.0,630700.0,0.0,0.0,0.0,0.0,0.0,1013.0,1253.0,1359.0,1193.0,916.0,5734.0,6357350.0
